sat_id,epoch_utc,propagation_age_hours,residual_km
57126,2024-11-29T05:10:42Z,0.545,0.7415
57126,2024-11-29T05:20:42Z,0.711,1.0971
57126,2024-11-29T05:30:42Z,0.878,1.5436
57126,2024-11-29T05:40:42Z,1.045,1.9236
57126,2024-11-29T05:50:42Z,1.211,2.1146
57126,2024-11-29T06:00:42Z,1.378,2.0627
57126,2024-11-29T06:10:42Z,1.545,1.811
57126,2024-11-29T06:20:42Z,1.711,1.5368
57126,2024-11-29T06:30:42Z,1.878,1.3874
57126,2024-11-29T06:40:42Z,2.045,1.4943
57126,2024-11-29T06:50:42Z,2.211,1.8166
57126,2024-11-29T07:00:42Z,2.378,2.2402
57126,2024-11-29T07:10:42Z,2.545,2.6447
57126,2024-11-29T07:20:42Z,2.711,2.9182
57126,2024-11-29T07:30:42Z,2.878,3.0016
57126,2024-11-29T07:40:42Z,3.045,2.8819
57126,2024-11-29T07:50:42Z,3.211,2.6288
57126,2024-11-29T08:00:42Z,3.378,2.4251
57126,2024-11-29T08:10:42Z,3.545,2.3876
57126,2024-11-29T08:20:42Z,3.711,2.5627
57126,2024-11-29T08:30:42Z,3.878,2.8824
57126,2024-11-29T08:40:42Z,4.045,3.229
57126,2024-11-29T08:50:42Z,4.211,3.4852
57126,2024-11-29T09:00:42Z,4.378,3.5768
57126,2024-11-29T09:10:42Z,4.545,3.5157
57126,2024-11-29T09:20:42Z,4.711,3.3429
57126,2024-11-29T09:30:42Z,4.878,3.1636
57126,2024-11-29T09:40:42Z,5.045,2.9536
57126,2024-11-29T09:50:42Z,5.211,2.6907
57126,2024-11-29T10:00:42Z,5.378,2.3858
57126,2024-11-29T10:10:42Z,5.545,2.0945
57126,2024-11-29T10:20:42Z,5.711,1.8606
57126,2024-11-29T10:30:42Z,5.878,1.7091
57126,2024-11-29T10:40:42Z,6.045,1.6356
57126,2024-11-29T10:50:42Z,6.211,1.6155
57126,2024-11-29T11:00:42Z,6.378,1.5799
57126,2024-11-29T11:10:42Z,6.545,1.4436
57126,2024-11-29T11:20:42Z,6.711,1.1919
57126,2024-11-29T11:30:42Z,6.878,0.8936
57126,2024-11-29T11:40:42Z,7.045,0.5919
57126,2024-11-29T11:50:42Z,7.211,0.3553
57126,2024-11-29T12:00:42Z,7.378,0.1979
57126,2024-11-29T12:10:42Z,7.545,0.141
57126,2024-11-29T12:20:42Z,7.711,0.2088
57126,2024-11-29T12:30:42Z,7.878,0.3013
57126,2024-11-29T12:40:42Z,8.045,0.3136
57126,2024-11-29T12:50:42Z,8.211,0.2564
57126,2024-11-29T13:00:42Z,8.378,0.4107
57126,2024-11-29T13:10:42Z,8.545,0.7154
57126,2024-11-29T13:20:42Z,8.711,0.9817
57126,2024-11-29T13:30:42Z,8.878,1.1342
57126,2024-11-29T13:40:42Z,9.045,1.1701
57126,2024-11-29T13:50:42Z,9.211,1.1072
57126,2024-11-29T14:00:42Z,9.378,1.012
57126,2024-11-29T14:10:42Z,9.545,0.9754
57126,2024-11-29T14:20:42Z,9.711,1.0642
57126,2024-11-29T14:30:42Z,9.878,1.2913
57126,2024-11-29T14:40:42Z,10.045,1.6065
57126,2024-11-29T14:50:42Z,10.211,1.8922
57126,2024-11-29T15:00:42Z,10.378,2.065
57126,2024-11-29T15:10:42Z,10.545,2.1015
57126,2024-11-29T15:20:42Z,10.711,2.0321
57126,2024-11-29T15:30:42Z,10.878,1.8897
57126,2024-11-29T15:40:42Z,11.045,1.7482
57126,2024-11-29T15:50:42Z,11.211,1.7092
57126,2024-11-29T16:00:42Z,11.378,1.8267
57126,2024-11-29T16:10:42Z,11.545,2.085
57126,2024-11-29T16:20:42Z,11.711,2.3951
57126,2024-11-29T16:30:42Z,11.878,2.6228
57126,2024-11-29T20:40:42Z,0.09,2.7089
57126,2024-11-29T20:50:42Z,0.256,2.175
57126,2024-11-29T21:00:42Z,0.423,1.6095
57126,2024-11-29T21:10:42Z,0.59,1.1773
57126,2024-11-29T21:20:42Z,0.756,1.0297
57126,2024-11-29T21:30:42Z,0.923,1.2451
57126,2024-11-29T21:40:42Z,1.09,1.66
57126,2024-11-29T21:50:42Z,1.256,2.0106
57126,2024-11-29T22:00:42Z,1.423,2.1055
57126,2024-11-29T22:10:42Z,1.59,1.86
57126,2024-11-29T22:20:42Z,1.756,1.3403
57126,2024-11-29T22:30:42Z,1.923,0.7644
57126,2024-11-29T22:40:42Z,2.09,0.4611
57126,2024-11-29T22:50:42Z,2.256,0.4715
57126,2024-11-29T23:00:42Z,2.423,0.6642
57126,2024-11-29T23:10:42Z,2.59,1.0743
57126,2024-11-29T23:20:42Z,2.756,1.5354
57126,2024-11-29T23:30:42Z,2.923,1.7945
57126,2024-11-29T23:40:42Z,3.09,1.7274
57126,2024-11-29T23:50:42Z,3.256,1.3305
57126,2024-11-30T00:00:42Z,3.423,0.7588
57126,2024-11-30T00:10:42Z,3.59,0.3252
57126,2024-11-30T00:20:42Z,3.756,0.3268
57126,2024-11-30T00:30:42Z,3.923,0.403
57126,2024-11-30T00:40:42Z,4.09,0.6952
57126,2024-11-30T00:50:42Z,4.256,1.1829
57126,2024-11-30T01:00:42Z,4.423,1.5952
57126,2024-11-30T01:10:42Z,4.59,1.7206
57126,2024-11-30T01:20:42Z,4.756,1.5156
57126,2024-11-30T01:30:42Z,4.923,1.0416
57126,2024-11-30T01:40:42Z,5.09,0.5146
57126,2024-11-30T01:50:42Z,5.256,0.2289
57126,2024-11-30T02:00:42Z,5.423,0.2318
57126,2024-11-30T02:10:42Z,5.59,0.4508
57126,2024-11-30T02:20:42Z,5.756,0.9637
57126,2024-11-30T02:30:42Z,5.923,1.5232
57126,2024-11-30T02:40:42Z,6.09,1.8918
57126,2024-11-30T02:50:42Z,6.256,1.9257
57126,2024-11-30T03:00:42Z,6.423,1.632
57126,2024-11-30T03:10:42Z,6.59,1.0997
57126,2024-11-30T03:20:42Z,6.756,0.5454
57126,2024-11-30T03:30:42Z,6.923,0.141
57126,2024-11-30T03:40:42Z,7.09,0.2669
57126,2024-11-30T03:50:42Z,7.256,0.6899
57126,2024-11-30T04:00:42Z,7.423,1.2008
57126,2024-11-30T04:10:42Z,7.59,0.6958
57126,2024-11-30T04:20:42Z,7.756,0.7256
57126,2024-11-30T04:30:42Z,7.923,0.7391
57126,2024-11-30T04:40:42Z,8.09,0.7717
57126,2024-11-30T04:50:42Z,8.256,0.9212
57126,2024-11-30T05:00:42Z,8.423,1.1198
57126,2024-11-30T05:10:42Z,8.59,1.2182
57126,2024-11-30T05:20:42Z,8.756,1.1416
57126,2024-11-30T05:30:42Z,8.923,0.9197
57126,2024-11-30T05:40:42Z,9.09,0.6791
57126,2024-11-30T05:50:42Z,9.256,0.5633
57126,2024-11-30T06:00:42Z,9.423,0.587
57126,2024-11-30T06:10:42Z,9.59,0.6858
57126,2024-11-30T06:20:42Z,9.756,0.8914
57126,2024-11-30T06:30:42Z,9.923,1.157
57126,2024-11-30T06:40:42Z,10.09,1.3573
57126,2024-11-30T06:50:42Z,10.256,1.3788
57126,2024-11-30T07:00:42Z,10.423,1.2013
57126,2024-11-30T07:10:42Z,10.59,0.8822
57126,2024-11-30T07:20:42Z,10.756,0.5578
57126,2024-11-30T07:30:42Z,10.923,0.4038
57126,2024-11-30T07:40:42Z,11.09,0.5246
57126,2024-11-30T07:50:42Z,11.256,0.7949
57126,2024-11-30T08:00:42Z,11.423,1.1301
57126,2024-11-30T08:10:42Z,11.59,1.4257
57126,2024-11-30T08:20:42Z,11.756,1.5677
57126,2024-11-30T08:30:42Z,11.923,1.4892
57249,2024-11-26T06:00:42Z,2.874,24.5742
57249,2024-11-26T06:10:42Z,3.041,23.7945
57249,2024-11-26T06:20:42Z,3.208,23.5153
57249,2024-11-26T06:30:42Z,3.374,23.9292
57249,2024-11-26T06:40:42Z,3.541,24.9324
57249,2024-11-26T06:50:42Z,3.708,26.1921
57249,2024-11-26T07:00:42Z,3.874,27.23
57249,2024-11-26T07:10:42Z,4.041,27.6917
57249,2024-11-26T07:20:42Z,4.208,27.4806
57249,2024-11-26T07:30:42Z,4.374,26.7462
57249,2024-11-26T07:40:42Z,4.541,25.8319
57249,2024-11-26T07:50:42Z,4.708,25.1571
57249,2024-11-26T08:00:42Z,4.874,25.0709
57249,2024-11-26T08:10:42Z,5.041,25.6918
57249,2024-11-26T08:20:42Z,5.208,26.8351
57249,2024-11-26T08:30:42Z,5.374,28.1085
57249,2024-11-26T08:40:42Z,5.541,29.0445
57249,2024-11-26T08:50:42Z,5.708,29.3326
57249,2024-11-26T09:00:42Z,5.874,28.95
57249,2024-11-26T09:10:42Z,6.041,28.1247
57249,2024-11-26T09:20:42Z,6.208,27.2748
57249,2024-11-26T09:30:42Z,6.374,26.8243
57249,2024-11-26T09:40:42Z,6.541,27.0418
57249,2024-11-26T09:50:42Z,6.708,27.9307
57249,2024-11-26T10:00:42Z,6.874,29.2041
57249,2024-11-26T10:10:42Z,7.041,30.4118
57249,2024-11-26T10:20:42Z,7.208,31.1262
57249,2024-11-26T10:30:42Z,7.374,31.1436
57249,2024-11-26T10:40:42Z,7.541,30.5687
57249,2024-11-26T10:50:42Z,7.708,29.7226
57249,2024-11-26T11:00:42Z,7.874,29.0537
57249,2024-11-26T11:10:42Z,8.041,28.9192
57249,2024-11-26T11:20:42Z,8.208,29.4495
57249,2024-11-26T11:30:42Z,8.374,30.5188
57249,2024-11-26T11:40:42Z,8.541,31.7602
57249,2024-11-26T11:50:42Z,8.708,32.7216
57249,2024-11-26T12:00:42Z,8.874,33.0667
57249,2024-11-26T12:10:42Z,9.041,32.7268
57249,2024-11-26T12:20:42Z,9.208,31.9385
57249,2024-11-26T12:30:42Z,9.374,31.1032
57249,2024-11-26T12:40:42Z,9.541,30.6841
57249,2024-11-26T12:50:42Z,9.708,30.951
57249,2024-11-26T13:00:42Z,9.874,31.8626
57249,2024-11-26T13:10:42Z,10.041,33.121
57249,2024-11-26T13:20:42Z,10.208,34.2713
57249,2024-11-26T13:30:42Z,10.374,34.8964
57249,2024-11-26T13:40:42Z,10.541,34.7843
57249,2024-11-26T13:50:42Z,10.708,34.0411
57249,2024-11-26T14:00:42Z,10.874,33.0489
57249,2024-11-26T14:10:42Z,11.041,32.2878
57249,2024-11-26T14:20:42Z,11.208,32.2061
57249,2024-11-26T14:30:42Z,11.374,32.9495
57249,2024-11-26T14:40:42Z,11.541,34.285
57249,2024-11-26T14:50:42Z,11.708,35.7319
57249,2024-11-26T15:00:42Z,11.874,36.7611
57249,2024-11-28T04:40:42Z,0.082,0.2783
57249,2024-11-28T04:50:42Z,0.249,0.3841
57249,2024-11-28T05:00:42Z,0.415,0.7083
57249,2024-11-28T05:10:42Z,0.582,0.7728
57249,2024-11-28T05:20:42Z,0.749,0.5681
57249,2024-11-28T05:30:42Z,0.915,0.295
57249,2024-11-28T05:40:42Z,1.082,0.4054
57249,2024-11-28T05:50:42Z,1.249,0.6552
57249,2024-11-28T06:00:42Z,1.415,0.864
57249,2024-11-28T06:10:42Z,1.582,1.051
57249,2024-11-28T06:20:42Z,1.749,1.2323
57249,2024-11-28T06:30:42Z,1.915,1.3628
57249,2024-11-28T06:40:42Z,2.082,1.3238
57249,2024-11-28T06:50:42Z,2.249,1.0566
57249,2024-11-28T07:00:42Z,2.415,0.6139
57249,2024-11-28T07:10:42Z,2.582,0.1571
57249,2024-11-28T07:20:42Z,2.749,0.3643
57249,2024-11-28T07:30:42Z,2.915,0.7133
57249,2024-11-28T07:40:42Z,3.082,1.0664
57249,2024-11-28T07:50:42Z,3.249,1.3946
57249,2024-11-28T08:00:42Z,3.415,1.6141
57249,2024-11-28T08:10:42Z,3.582,1.6325
57249,2024-11-28T08:20:42Z,3.749,1.4065
57249,2024-11-28T08:30:42Z,3.915,0.982
57249,2024-11-28T08:40:42Z,4.082,0.5018
57249,2024-11-28T08:50:42Z,4.249,0.1977
57249,2024-11-28T09:00:42Z,4.415,0.4099
57249,2024-11-28T09:10:42Z,4.582,0.7629
57249,2024-11-28T09:20:42Z,4.749,1.1462
57249,2024-11-28T09:30:42Z,4.915,1.4653
57249,2024-11-28T09:40:42Z,5.082,1.6042
57249,2024-11-28T09:50:42Z,5.249,1.4868
57249,2024-11-28T10:00:42Z,5.415,1.138
57249,2024-11-28T10:10:42Z,5.582,0.6679
57249,2024-11-28T10:20:42Z,5.749,0.2857
57249,2024-11-28T10:30:42Z,5.915,0.2781
57249,2024-11-28T10:40:42Z,6.082,0.4528
57249,2024-11-28T10:50:42Z,6.249,0.7354
57249,2024-11-28T11:00:42Z,6.415,1.0381
57249,2024-11-28T11:10:42Z,6.582,1.2498
57249,2024-11-28T11:20:42Z,6.749,1.2658
57249,2024-11-28T11:30:42Z,6.915,1.0578
57249,2024-11-28T11:40:42Z,7.082,0.704
57249,2024-11-28T11:50:42Z,7.249,0.3505
57249,2024-11-28T12:00:42Z,7.415,0.3134
57249,2024-11-28T12:10:42Z,7.582,0.5226
57249,2024-11-28T12:20:42Z,7.749,0.7729
57249,2024-11-28T12:30:42Z,7.915,1.0631
57249,2024-11-28T12:40:42Z,8.082,1.2393
57249,2024-11-28T12:50:42Z,8.249,1.2402
57249,2024-11-28T13:00:42Z,8.415,1.0287
57249,2024-11-28T13:10:42Z,8.582,0.6651
57249,2024-11-28T13:20:42Z,8.749,0.2966
57249,2024-11-28T13:30:42Z,8.915,0.1614
57249,2024-11-28T13:40:42Z,9.082,0.3355
57249,2024-11-28T13:50:42Z,9.249,0.577
57249,2024-11-28T14:00:42Z,9.415,0.8604
57249,2024-11-28T14:10:42Z,9.582,1.0944
57249,2024-11-28T14:20:42Z,9.749,1.1112
57249,2024-11-28T14:30:42Z,9.915,0.9159
57249,2024-11-28T14:40:42Z,10.082,0.5884
57249,2024-11-28T14:50:42Z,10.249,0.369
57249,2024-11-28T15:00:42Z,10.415,0.4687
57249,2024-11-28T15:10:42Z,10.582,0.564
57249,2024-11-28T15:20:42Z,10.749,0.5191
57249,2024-11-28T15:30:42Z,10.915,0.4744
57249,2024-11-28T15:40:42Z,11.082,0.5977
57249,2024-11-28T15:50:42Z,11.249,0.7899
57249,2024-11-28T16:00:42Z,11.415,0.8468
57249,2024-11-28T16:10:42Z,11.582,0.7318
57249,2024-11-28T16:20:42Z,11.749,0.4744
57249,2024-11-28T16:30:42Z,11.915,0.3197
57249,2024-11-29T04:40:42Z,0.15,2.3898
57249,2024-11-29T04:50:42Z,0.317,2.8298
57249,2024-11-29T05:00:42Z,0.483,2.7889
57249,2024-11-29T05:10:42Z,0.65,2.2394
57249,2024-11-29T05:20:42Z,0.817,1.3632
57249,2024-11-29T05:30:42Z,0.983,0.5362
57249,2024-11-29T05:40:42Z,1.15,0.7097
57249,2024-11-29T05:50:42Z,1.317,1.4617
57249,2024-11-29T06:00:42Z,1.483,2.3637
57249,2024-11-29T06:10:42Z,1.65,3.2972
57249,2024-11-29T06:20:42Z,1.817,3.9989
57249,2024-11-29T06:30:42Z,1.983,4.2113
57249,2024-11-29T06:40:42Z,2.15,3.8027
57249,2024-11-29T06:50:42Z,2.317,2.9109
57249,2024-11-29T07:00:42Z,2.483,1.8607
57249,2024-11-29T07:10:42Z,2.65,1.1796
57249,2024-11-29T07:20:42Z,2.817,1.4573
57249,2024-11-29T07:30:42Z,2.983,2.3407
57249,2024-11-29T07:40:42Z,3.15,3.4064
57249,2024-11-29T07:50:42Z,3.317,4.3566
57249,2024-11-29T08:00:42Z,3.483,4.8852
57249,2024-11-29T08:10:42Z,3.65,4.7915
57249,2024-11-29T08:20:42Z,3.817,4.0829
57249,2024-11-29T08:30:42Z,3.983,3.0223
57249,2024-11-29T08:40:42Z,4.15,2.0393
57249,2024-11-29T08:50:42Z,4.317,1.6664
57249,2024-11-29T09:00:42Z,4.483,2.1543
57249,2024-11-29T09:10:42Z,4.65,3.1314
57249,2024-11-29T09:20:42Z,4.817,4.1986
57249,2024-11-29T09:30:42Z,4.983,5.0201
57249,2024-11-29T09:40:42Z,5.15,5.3032
57249,2024-11-29T09:50:42Z,5.317,4.9367
57249,2024-11-29T10:00:42Z,5.483,4.0519
57249,2024-11-29T10:10:42Z,5.65,3.0017
57249,2024-11-29T10:20:42Z,5.817,2.2757
57249,2024-11-29T10:30:42Z,5.983,2.2796
57249,2024-11-29T10:40:42Z,6.15,2.9586
57249,2024-11-29T10:50:42Z,6.317,3.9531
57249,2024-11-29T11:00:42Z,6.483,4.881
57249,2024-11-29T11:10:42Z,6.65,5.4365
57249,2024-11-29T11:20:42Z,6.817,5.4082
57249,2024-11-29T11:30:42Z,6.983,4.8106
57249,2024-11-29T11:40:42Z,7.15,3.89
57249,2024-11-29T11:50:42Z,7.317,3.0704
57249,2024-11-29T12:00:42Z,7.483,2.8196
57249,2024-11-29T12:10:42Z,7.65,3.2753
57249,2024-11-29T12:20:42Z,7.817,4.1746
57249,2024-11-29T12:30:42Z,0.006,1.3008
57249,2024-11-29T12:40:42Z,0.173,1.0969
57249,2024-11-29T12:50:42Z,0.339,0.8977
57249,2024-11-29T13:00:42Z,0.506,0.7958
57249,2024-11-29T13:10:42Z,0.673,0.8413
57249,2024-11-29T13:20:42Z,0.839,0.9938
57249,2024-11-29T13:30:42Z,1.006,1.1634
57249,2024-11-29T13:40:42Z,1.173,1.2976
57249,2024-11-29T13:50:42Z,1.339,1.3499
57249,2024-11-29T14:00:42Z,1.506,1.2878
57249,2024-11-29T14:10:42Z,1.673,1.1693
57249,2024-11-29T14:20:42Z,1.839,1.0673
57249,2024-11-29T14:30:42Z,2.006,1.0082
57249,2024-11-29T14:40:42Z,2.173,1.0281
57249,2024-11-29T14:50:42Z,2.339,1.1091
57249,2024-11-29T15:00:42Z,2.506,1.2041
57249,2024-11-29T15:10:42Z,2.673,1.2566
57249,2024-11-29T15:20:42Z,2.839,1.2641
57249,2024-11-29T15:30:42Z,3.006,1.253
57249,2024-11-29T15:40:42Z,3.173,1.2181
57249,2024-11-29T15:50:42Z,3.339,1.1431
57249,2024-11-29T16:00:42Z,3.506,1.0156
57249,2024-11-29T16:10:42Z,3.673,0.8202
57249,2024-11-29T16:20:42Z,3.839,0.6586
57249,2024-11-29T16:30:42Z,4.006,0.6457
57249,2024-11-29T16:40:42Z,4.173,0.7151
57249,2024-11-29T16:50:42Z,4.339,0.7632
57249,2024-11-29T17:00:42Z,4.506,0.7765
57249,2024-11-29T17:10:42Z,4.673,0.815
57249,2024-11-29T17:20:42Z,4.839,0.8505
57249,2024-11-29T17:30:42Z,5.006,0.7839
57249,2024-11-29T17:40:42Z,5.173,0.6063
57249,2024-11-29T17:50:42Z,5.339,0.3732
57249,2024-11-29T18:00:42Z,5.506,0.244
57249,2024-11-29T18:10:42Z,5.673,0.32
57249,2024-11-29T18:20:42Z,5.839,0.4373
57249,2024-11-29T18:30:42Z,6.006,0.5729
57249,2024-11-29T18:40:42Z,6.173,0.7258
57249,2024-11-29T18:50:42Z,6.339,0.8591
57249,2024-11-29T19:00:42Z,6.506,0.8792
57249,2024-11-29T19:10:42Z,6.673,0.7401
57249,2024-11-29T19:20:42Z,6.839,0.5227
57249,2024-11-29T19:30:42Z,7.006,0.3468
57249,2024-11-29T19:40:42Z,7.173,0.307
57249,2024-11-29T19:50:42Z,7.339,0.3794
57249,2024-11-29T20:00:42Z,7.506,0.5176
57249,2024-11-29T20:10:42Z,7.673,0.7142
57249,2024-11-29T20:20:42Z,7.839,0.8981
57249,2024-11-29T20:30:42Z,8.006,0.9996
57249,2024-11-29T20:40:42Z,8.173,0.961
57249,2024-11-29T20:50:42Z,8.339,0.8045
57249,2024-11-29T21:00:42Z,8.506,0.6379
57249,2024-11-29T21:10:42Z,8.673,0.5703
57249,2024-11-29T21:20:42Z,8.839,0.6095
57249,2024-11-29T21:30:42Z,9.006,0.7614
57249,2024-11-29T21:40:42Z,9.173,1.0031
57249,2024-11-29T21:50:42Z,9.339,1.2649
57249,2024-11-29T22:00:42Z,9.506,1.4421
57249,2024-11-29T22:10:42Z,9.673,1.4959
57249,2024-11-29T22:20:42Z,9.839,1.4358
57249,2024-11-29T22:30:42Z,10.006,1.3199
57249,2024-11-29T22:40:42Z,10.173,1.2247
57249,2024-11-29T22:50:42Z,10.339,1.2272
57249,2024-11-29T23:00:42Z,10.506,1.3545
57249,2024-11-29T23:10:42Z,10.673,1.6345
57249,2024-11-29T23:20:42Z,10.839,2.0012
57249,2024-11-29T23:30:42Z,11.006,2.3417
57249,2024-11-29T23:40:42Z,11.173,2.5448
57249,2024-11-29T23:50:42Z,11.339,2.577
57249,2024-11-30T00:00:42Z,11.506,2.4767
57249,2024-11-30T00:10:42Z,11.673,2.3122
57249,2024-11-30T00:20:42Z,11.839,2.1929
60150,2024-11-26T07:20:42Z,0.144,2.7252
60150,2024-11-26T07:30:42Z,0.311,2.6209
60150,2024-11-26T07:40:42Z,0.477,2.6259
60150,2024-11-26T07:50:42Z,0.644,2.7136
60150,2024-11-26T08:00:42Z,0.811,2.82
60150,2024-11-26T08:10:42Z,0.977,2.8703
60150,2024-11-26T08:20:42Z,1.144,2.8376
60150,2024-11-26T08:30:42Z,1.311,2.7368
60150,2024-11-26T08:40:42Z,1.477,2.6238
60150,2024-11-26T08:50:42Z,1.644,2.6016
60150,2024-11-26T09:00:42Z,1.811,2.6559
60150,2024-11-26T09:10:42Z,1.977,2.7877
60150,2024-11-26T09:20:42Z,2.144,2.9467
60150,2024-11-26T09:30:42Z,2.311,3.0597
60150,2024-11-26T09:40:42Z,2.477,3.0485
60150,2024-11-26T09:50:42Z,2.644,2.9023
60150,2024-11-26T10:00:42Z,2.811,2.7019
60150,2024-11-26T10:10:42Z,2.977,2.5521
60150,2024-11-26T10:20:42Z,3.144,2.5826
60150,2024-11-26T10:30:42Z,3.311,2.856
60150,2024-11-26T10:40:42Z,3.477,3.2802
60150,2024-11-26T10:50:42Z,3.644,3.7134
60150,2024-11-26T11:00:42Z,3.811,4.009
60150,2024-11-26T11:10:42Z,3.977,4.1083
60150,2024-11-26T11:20:42Z,4.144,4.6779
60150,2024-11-26T11:30:42Z,4.311,4.573
60150,2024-11-26T11:40:42Z,4.477,4.3915
60150,2024-11-26T11:50:42Z,4.644,4.2943
60150,2024-11-26T12:00:42Z,4.811,4.45
60150,2024-11-26T12:10:42Z,4.977,4.8772
60150,2024-11-26T12:20:42Z,5.144,5.4637
60150,2024-11-26T12:30:42Z,5.311,6.0379
60150,2024-11-26T12:40:42Z,5.477,6.4392
60150,2024-11-26T12:50:42Z,5.644,6.5742
60150,2024-11-26T13:00:42Z,5.811,6.5063
60150,2024-11-26T13:10:42Z,5.977,6.2758
60150,2024-11-26T13:20:42Z,6.144,5.8872
60150,2024-11-26T13:30:42Z,6.311,5.4272
60150,2024-11-26T13:40:42Z,6.477,5.033
60150,2024-11-26T13:50:42Z,6.644,4.8075
60150,2024-11-26T14:00:42Z,6.811,4.7764
60150,2024-11-26T14:10:42Z,6.977,4.902
60150,2024-11-26T14:20:42Z,7.144,5.0781
60150,2024-11-26T14:30:42Z,7.311,5.1831
60150,2024-11-26T14:40:42Z,7.477,5.1452
60150,2024-11-26T14:50:42Z,7.644,4.9572
60150,2024-11-26T15:00:42Z,7.811,4.6542
60150,2024-11-26T15:10:42Z,7.977,4.3157
60150,2024-11-26T15:20:42Z,8.144,4.0561
60150,2024-11-26T15:30:42Z,8.311,3.9735
60150,2024-11-26T15:40:42Z,8.477,4.048
60150,2024-11-26T15:50:42Z,8.644,4.2293
60150,2024-11-26T16:00:42Z,8.811,4.4183
60150,2024-11-26T16:10:42Z,8.977,4.5344
60150,2024-11-26T16:20:42Z,9.144,4.5191
60150,2024-11-26T16:30:42Z,9.311,4.3696
60150,2024-11-26T16:40:42Z,9.477,4.1285
60150,2024-11-26T16:50:42Z,9.644,3.8924
60150,2024-11-26T17:00:42Z,9.811,3.7727
60150,2024-11-26T17:10:42Z,9.977,3.8291
60150,2024-11-26T17:20:42Z,10.144,4.0051
60150,2024-11-26T17:30:42Z,10.311,4.2111
60150,2024-11-26T17:40:42Z,10.477,4.3627
60150,2024-11-26T17:50:42Z,10.644,4.4255
60150,2024-11-26T18:00:42Z,10.811,4.363
60150,2024-11-26T18:10:42Z,10.977,4.2073
60150,2024-11-26T18:20:42Z,11.144,4.0436
60150,2024-11-26T18:30:42Z,11.311,3.9767
60150,2024-11-26T18:40:42Z,11.477,4.0756
60150,2024-11-26T18:50:42Z,11.644,4.3295
60150,2024-11-26T19:00:42Z,11.811,4.6565
60150,2024-11-26T19:10:42Z,11.977,4.9696
60150,2024-11-27T23:50:42Z,0.137,0.4462
60150,2024-11-28T00:00:42Z,0.304,0.4883
60150,2024-11-28T00:10:42Z,0.471,0.4707
60150,2024-11-28T00:20:42Z,0.637,0.2763
60150,2024-11-28T00:30:42Z,0.804,0.2487
60150,2024-11-28T00:40:42Z,0.971,0.4383
60150,2024-11-28T00:50:42Z,1.137,0.4788
60150,2024-11-28T01:00:42Z,1.304,0.3823
60150,2024-11-28T01:10:42Z,1.471,0.4104
60150,2024-11-28T01:20:42Z,1.637,0.6971
60150,2024-11-28T01:30:42Z,1.804,0.818
60150,2024-11-28T01:40:42Z,1.971,0.7057
60150,2024-11-28T01:50:42Z,2.137,0.7777
60150,2024-11-28T02:00:42Z,2.304,1.3593
60150,2024-11-28T02:10:42Z,2.471,1.9802
60150,2024-11-28T02:20:42Z,2.637,2.2709
60150,2024-11-28T02:30:42Z,2.804,2.1545
60150,2024-11-28T02:40:42Z,2.971,1.719
60150,2024-11-28T02:50:42Z,3.137,1.2022
60150,2024-11-28T03:00:42Z,3.304,0.9169
60150,2024-11-28T03:10:42Z,3.471,1.1572
60150,2024-11-28T03:20:42Z,3.637,1.3282
60150,2024-11-28T03:30:42Z,3.804,2.0685
60150,2024-11-28T03:40:42Z,3.971,2.716
60150,2024-11-28T03:50:42Z,4.137,3.047
60150,2024-11-28T04:00:42Z,4.304,2.9635
60150,2024-11-28T04:10:42Z,4.471,2.5277
60150,2024-11-28T04:20:42Z,4.637,1.9124
60150,2024-11-28T04:30:42Z,4.804,1.424
60150,2024-11-28T04:40:42Z,4.971,1.3562
60150,2024-11-28T04:50:42Z,5.137,1.7931
60150,2024-11-28T05:00:42Z,5.304,2.5026
60150,2024-11-28T05:10:42Z,5.471,3.205
60150,2024-11-28T05:20:42Z,5.637,3.6393
60150,2024-11-28T05:30:42Z,5.804,3.6285
60150,2024-11-28T05:40:42Z,5.971,3.1929
60150,2024-11-28T05:50:42Z,6.137,2.4758
60150,2024-11-28T06:00:42Z,6.304,1.7706
60150,2024-11-28T06:10:42Z,6.471,1.4578
60150,2024-11-28T06:20:42Z,6.637,1.7652
60150,2024-11-28T06:30:42Z,6.804,2.5133
60150,2024-11-28T06:40:42Z,6.971,3.3687
60150,2024-11-28T06:50:42Z,7.137,4.0187
60150,2024-11-28T07:00:42Z,7.304,4.226
60150,2024-11-28T07:10:42Z,7.471,3.917
60150,2024-11-28T07:20:42Z,7.637,3.2289
60150,2024-11-28T07:30:42Z,7.804,2.3727
60150,2024-11-28T07:40:42Z,7.971,1.7367
60150,2024-11-28T07:50:42Z,8.137,1.6859
60150,2024-11-28T08:00:42Z,8.304,2.2718
60150,2024-11-28T08:10:42Z,8.471,3.1588
60150,2024-11-28T08:20:42Z,8.637,4.0108
60150,2024-11-28T08:30:42Z,8.804,4.5405
60150,2024-11-28T08:40:42Z,8.971,4.559
60150,2024-11-28T08:50:42Z,9.137,4.0656
60150,2024-11-28T09:00:42Z,9.304,3.235
60150,2024-11-28T09:10:42Z,9.471,2.3248
60150,2024-11-28T09:20:42Z,9.637,1.7348
60150,2024-11-28T09:30:42Z,9.804,1.7956
60150,2024-11-28T09:40:42Z,9.971,2.4519
